ISO,scenario,diff_Y0,diff_Y1,diff_Y2,diff_Y3,diff_Y4,diff_Y5,diff_Y6,diff_Y7,diff_Y8,diff_Y9,diff_Y10,total_person_years_saved,emissions_factor_Y0,total_emissions,emissions_factor_Y1,emissions_Y1,emissions_factor_Y2,emissions_Y2,emissions_factor_Y3,emissions_Y3,emissions_factor_Y4,emissions_Y4,emissions_factor_Y5,emissions_Y5,emissions_factor_Y6,emissions_Y6,emissions_factor_Y7,emissions_Y7,emissions_factor_Y8,emissions_Y8,emissions_factor_Y9,emissions_Y9,emissions_factor_Y10,emissions_Y10
CYP,max_uptake,0.0,151.73510000000002,332.83820000000003,561.6571000000001,746.2392,968.0091000000002,1202.7388000000003,1417.2797999999998,1641.6627999999996,1932.0630999999998,2260.2285,11214.451700000001,5.340838795636502,55737.421212108246,5.287430407680137,802.2887816523864,5.234556103603336,1742.260231322348,5.182210542567303,2910.6253449277783,5.1303884371416295,3828.4969630218197,5.0790845527702135,4916.600066750998,5.028293707242511,6047.723939496411,4.978010770170086,7055.234108744505,4.928230662468385,8090.492948393702,4.8789483558437015,9426.436085131285,4.830158872285264,10917.262742667015
LUX,max_uptake,0.0,66.1919,148.99009999999998,208.21679999999998,318.97769999999997,438.4623,562.2993,692.5449,837.1356999999998,978.0955,1109.5446,5360.4588,10.51498281890071,52378.09817608832,10.409832990711703,689.04662433789,10.305734660804585,1535.4524376867412,10.20267731419654,2124.368821794598,10.100650541054575,3221.882278089344,9.99964403564403,4384.466923049764,9.89964759528759,5566.564913076895,9.800651119334713,6787.390949374547,9.702644608141366,8122.430185887646,9.605618162059953,9395.211899029111,9.509561980439353,10551.283143761788
BRN,mod_uptake,0.0,26.3517,46.909499999999994,77.5365,125.7354,168.7588,215.071,239.4069,293.1636,337.7659,401.6842,1932.3834999999997,21.170326114666338,38033.352716583875,20.958622853519675,552.2953418490945,20.749036624984477,973.3269335597092,20.54154625873463,1592.7196014903777,20.336130796147284,2556.971540105897,20.13276948818581,3397.582019502852,19.931441793303954,4286.675117927674,19.732127375370915,4724.007445342687,19.534806101617207,5726.894082052066,19.339458040601034,6532.209450595845,19.146063460195023,7690.671184157669
CYP,mod_uptake,0.0,108.4864,196.86649999999997,255.45789999999997,421.56449999999995,557.7945,755.0588,859.6827999999999,997.4316999999999,1160.2074000000002,1351.4921,6664.042600000001,5.340838795636502,33104.08939872362,5.287430407680137,573.6142901797505,5.234556103603336,1030.508739170026,5.182210542567303,1323.8366225621035,5.1303884371416295,2162.7896363093923,5.0790845527702135,2833.085428570185,5.028293707242511,3796.657412638082,4.978010770170086,4279.510237329976,4.928230662468385,4915.573487657967,4.8789483558437015,5660.591986667697,4.830158872285264,6527.921557638443
LUX,mod_uptake,0.0,40.83279999999999,94.09,137.8157,206.65259999999998,247.2557,292.8893,342.3863,386.34520000000003,452.5784999999999,489.8362,2690.6823,10.51498281890071,26369.716664445048,10.409832990711703,425.06262854313275,10.305734660804585,969.6665742351034,10.20267731419654,1406.0891159301161,10.100650541054575,2087.3256960003346,9.99964403564403,2472.4689857839894,9.89964759528759,2899.5008544304656,9.800651119334713,3355.608674339871,9.702644608141366,3748.570171661298,9.605618162059953,4347.2962593578495,9.509561980439353,4658.127704162887
ISL,max_uptake,0.0,34.825199999999995,84.37679999999999,152.48720000000003,221.4542,279.2083,357.33299999999997,420.86629999999997,497.7348,553.2054,638.4185,3239.9097,7.845958677917065,23648.512304783806,7.7674990911378945,270.50470934869537,7.689824100226516,648.8427501399926,7.612925859224251,1160.8737480807004,7.536796600632008,1669.0552617556807,7.461428634625688,2083.2928046451593,7.38681434827943,2639.5525315137334,7.312946204796636,3077.772611311802,7.239816742748669,3603.50873848866,7.167418575321182,3965.054659927985,7.095744389567971,4530.054489571399
MLT,max_uptake,0.0,160.963,282.17780000000005,383.68100000000004,528.7041999999999,670.524,834.6467999999999,1044.5449,1208.5877,1399.2844,1569.7241000000001,8082.8378999999995,3.0476872782665487,22937.626143174508,3.0172104054838833,485.65923849790227,2.9870383014290445,842.8758964129847,2.957167918414754,1134.6091441052913,2.9275962392306067,1547.8324275854263,2.8983202768383007,1943.3933053067249,2.8693370740699176,2394.8830069938194,2.8406437033292185,2967.1798930296486,2.8122372662959263,3398.835369526881,2.784114893632967,3895.76853846827,2.7562737446966374,4326.589323247559
GUY,max_uptake,0.0,95.78529999999999,205.0324,269.7311,405.6755,531.3783999999999,638.8889,755.1315999999999,900.0319999999999,1003.1731,1153.9873999999998,5958.8157,3.9985333144552024,22185.541302285976,3.9585479813106503,379.170705954235,3.918962501497544,803.514287192045,3.8797728764825683,1046.4954057238074,3.8409751477177427,1558.189513537969,3.802565396240565,2020.6011161496774,3.7645397422781595,2405.1226549503767,3.7268943448553777,2814.295689661593,3.6896254014068237,3320.780929278986,3.6527291473927552,3664.319622250347,3.6162018559188276,4173.051377586941
BHS,max_uptake,0.0,76.5178,163.62590000000003,242.48969999999994,361.49649999999997,455.90209999999996,558.0132,662.9092,755.909,872.9847,982.2212999999999,5132.0694,4.215151211696375,20143.17205506243,4.172999699579411,319.30875641247746,4.131269702583617,675.9827232279767,4.08995700555778,991.7724472906042,4.049057435502203,1463.7200912330218,4.00856686114718,1827.5140499874078,3.9684811925357084,2214.4648893866665,3.9287963806103514,2604.435265633304,3.8895084168042477,2940.114417838082,3.8506133326362053,3361.5265250074176,3.8121071993098434,3744.332889045473
PYF,max_uptake,0.0,76.3243,130.4977,202.52349999999998,260.2179,328.51840000000004,404.01250000000005,472.2446,554.4071,648.5237,746.0749,3823.3446,4.478546375543366,15950.949070893621,4.433760911787932,338.4036979595756,4.389423302670052,572.8096453248457,4.3455290696433515,880.0717565359153,4.302073778946918,1119.476604402631,4.259053041157449,1399.1772905961793,4.216462510745874,1703.5035601227175,4.174297885638415,1971.2896352841592,4.132554906782031,2291.117781459796,4.0912293577142105,2653.259200613443,4.050317064137069,3021.839898594357
ISL,mod_uptake,0.0,39.7057,79.36569999999999,84.8724,113.7346,165.595,209.23989999999998,244.59820000000005,285.469,319.38370000000003,366.3263,1908.2905,7.845958677917065,13947.226843043212,7.7674990911378945,308.4139886629939,7.689824100226516,610.3082725913475,7.612925859224251,646.1272886944242,7.536796600632008,857.1945466542412,7.461428634625688,1235.5752747508407,7.38681434827943,1545.616295552553,7.312946204796636,1788.7334783900887,7.239816742748669,2066.74324573572,7.167418575321182,2289.1566640348083,7.095744389567971,2599.3577879761933
GUY,mod_uptake,0.0,43.84230000000001,97.7293,159.13049999999998,239.49739999999997,322.121,385.73249999999996,451.6755999999999,524.0174999999999,593.2317999999999,668.923,3485.9008999999996,3.9985333144552024,12973.485762581378,3.9585479813106503,173.55184816101595,3.918962501497544,382.9974619976039,3.8797728764825683,617.3901977211093,3.8409751477177427,919.9035613430152,3.802565396240565,1224.886168002407,3.7645397422781595,1452.10532613831,3.7268943448553777,1683.3472393491593,3.6896254014068237,1933.4282787816999,3.6527291473927552,2166.9150870202693,3.6162018559188276,2418.96059406679
MLT,mod_uptake,0.0,62.9332,117.99000000000001,190.71169999999998,276.0661,334.4018,398.591,473.9357,572.8503,646.8084000000001,760.8364,3835.1246,3.0476872782665487,10882.531120116384,3.0172104054838833,189.8827058903983,2.9870383014290445,352.440649185613,2.957167918414754,563.966520906339,2.9275962392306067,808.2100761390607,2.8983202768383007,969.203517551226,2.8693370740699176,1143.6919336906026,2.8406437033292185,1346.2824619879254,2.8122372662959263,1610.9909616688012,2.784114893632967,1800.78889976691,2.7562737446966374,2097.0733933295087
BHS,mod_uptake,0.0,33.7465,78.5,155.2352,206.74829999999997,247.99720000000002,294.25280000000004,346.83639999999997,401.02139999999997,470.6363,523.4197,2758.3938,4.215151211696375,10829.016023220252,4.172999699579411,140.82413436185658,4.131269702583617,324.3046716528139,4.08995700555778,634.9052937491631,4.049057435502203,837.13574139244,4.00856686114718,994.1133575772895,3.9684811925357084,1167.7367026509714,3.9287963806103514,1362.6495929839239,3.8895084168042477,1559.7761106186229,3.8506133326362053,1812.238411602573,3.8121071993098434,1995.3320066305987
PYF,mod_uptake,0.0,51.1435,96.26560000000002,139.4971,178.781,214.72899999999998,248.3925,298.8529,351.9448,390.4665,442.5275,2412.6004,4.478546375543366,10078.303070554699,4.433760911787932,226.7580511920261,4.389423302670052,422.5504678855143,4.3455290696433515,606.1887031809455,4.302073778946918,769.1290522739089,4.259053041157449,914.5422004746978,4.216462510745874,1047.3376642004446,4.174297885638415,1247.5010285869087,4.132554906782031,1454.4312101564203,4.0912293577142105,1597.4880080039156,4.050317064137069,1792.3766845999166
SYC,max_uptake,0.0,11.3179,30.2851,45.058899999999994,57.8951,85.56030000000001,106.6962,129.55519999999999,151.4711,173.0248,197.8204,988.685,10.330374959298005,9499.093124080233,10.227071209705025,115.7489692443205,10.124800497607975,306.6305955501073,10.023552492631895,451.6502494102512,9.923316967705576,574.5114281770111,9.82408379802852,840.5515569844597,9.725842960048235,1037.7104856338985,9.628584530447752,1247.4331945590643,9.532298685143274,1443.8677673672055,9.436975698291842,1632.8308328018063,9.342605941308923,1848.1580443521077
BRB,max_uptake,0.0,48.51440000000001,104.52090000000001,176.8413,242.7466,302.42690000000005,379.8435,462.02199999999993,550.5027,630.0314,689.2177999999999,3586.6675,2.8200442026521593,9413.108865645403,2.7918437606256377,135.44462494049645,2.7639253230193814,288.8879622947765,2.7362860697891875,483.8883857534106,2.708923209091296,657.5818986680011,2.681833977000383,811.0587359788973,2.6550156372303793,1008.4904322003176,2.6284654808580754,1214.4088783970096,2.6021808260494947,1432.5075706284772,2.5761590177889997,1623.0610726002283,2.55039742761111,1757.779304183788
GRL,max_uptake,0.0,11.9862,24.538400000000003,36.4173,49.903299999999994,63.544000000000004,74.10390000000002,85.49080000000001,97.66490000000002,109.9896,123.74000000000001,677.3784,10.238283654268884,6466.238697660616,10.135900817726194,121.49093438142971,10.034541809548932,246.23160073943555,9.934196391453442,361.7766102464774,9.834854427538907,490.7916909538023,9.736505883263519,618.6965298460971,9.639140824430884,714.297927739544,9.542749416186576,815.8172817893234,9.44732192202471,922.6717507823512,9.352848702804462,1028.7160876819817,9.259320215776416,1145.7482835001738
BMU,max_uptake,0.0,16.5801,39.9541,61.60659999999999,81.14750000000001,99.67859999999999,123.83319999999999,146.79979999999998,169.50920000000002,189.21229999999997,215.3598,1143.6811999999998,5.417478129153915,5772.522958982716,5.3633033478623755,88.92410583789298,5.309670314383752,212.14309870791982,5.256573611239914,323.83962783821283,5.204007875127515,422.29222904691005,5.15196779637624,513.5409371878686,5.100448118412477,631.6048119369959,5.049443637228352,741.2573160563945,4.998949200856068,847.3678798777515,4.948959708847507,936.4040491183671,4.899470111759032,1055.1489033744028
SYC,mod_uptake,0.0,7.198600000000002,14.174800000000001,27.489900000000006,37.9762,51.1484,61.28349999999999,69.66799999999999,85.5727,101.23179999999999,112.05050000000001,567.7944000000001,10.330374959298005,5456.7282734594255,10.227071209705025,73.62059481018261,10.124800497607975,143.51702209349352,10.023552492631895,275.5464556672016,9.923316967705576,376.8498698289805,9.82408379802852,502.48616773508195,9.725842960048235,596.0336970421159,9.628584530447752,670.8042270672339,9.532298685143274,815.7045356941599,9.436975698291842,955.3220364943401,9.342605941308923,1046.8436670266356
BRB,mod_uptake,0.0,28.547700000000003,65.4126,93.26519999999998,138.6426,161.4178,201.04760000000002,230.51389999999998,290.3773,336.7721,377.205,1923.2017999999998,2.8200442026521593,5049.062161959684,2.7918437606256377,79.70071812521252,2.7639253230193814,180.79554158453757,2.7362860697891875,255.2002675561025,2.708923209091296,375.57215690876086,2.681833977000383,432.89574053265244,2.6550156372303793,533.7845218276384,2.6284654808580754,605.8978290079702,2.6021808260494947,755.6142423800219,2.5761590177889997,867.5784823547389,2.55039742761111,962.0226616820487
GRL,mod_uptake,0.0,6.334300000000001,13.149600000000001,19.7576,24.6202,32.197700000000005,38.6364,49.3044,58.427599999999984,67.7222,75.4873,385.6373,10.238283654268884,3675.3212591480005,10.135900817726194,64.20383654972304,10.034541809548932,131.95021097884464,9.934196391453442,196.27587862378053,9.834854427538907,242.13608297689342,9.736505883263519,313.4930954775538,9.639140824430884,372.4217005490414,9.542749416186576,470.4995343154294,9.44732192202471,551.9843463312908,9.352848702804462,633.3954904210643,9.259320215776416,698.9610829243791
ATG,max_uptake,0.0,15.171199999999999,32.208600000000004,52.4927,72.13700000000001,89.4969,110.08509999999998,130.6404,153.5333,178.74,201.0124,1035.5176000000001,3.4624287367653994,3338.05959648138,3.4278044493977453,52.00390686270307,3.393526404903768,109.30073456498351,3.35959114085473,176.3540098795451,3.3259952294461828,239.92731786655932,3.292735277151721,294.6895998257199,3.259807924380204,358.8562813361871,3.227209845136402,421.6039850525576,3.1949377466850377,490.5293355431179,3.1629883692181875,565.3525411140589,3.1313584855260057,629.4418844359477
BMU,mod_uptake,0.0,12.783600000000002,20.4923,27.771700000000003,36.9934,47.883399999999995,58.148199999999996,65.0866,76.4452,85.7832,99.0337,530.4213,5.417478129153915,2679.690267399295,5.3633033478623755,68.56232467773347,5.309670314383752,108.80735698344616,5.256573611239914,145.98398535927154,5.204007875127515,192.51394492774222,5.15196779637624,246.693734781002,5.100448118412477,296.5818772790724,5.049443637228352,328.6511182388269,4.998949200856068,382.1456714492823,4.948959708847507,424.5376004960074,4.899470111759032,485.21265320691043
ATG,mod_uptake,0.0,10.564599999999999,19.4071,25.9969,38.2861,48.66940000000001,60.76180000000001,76.1302,91.8116,103.4125,118.67389999999997,593.7141,3.4624287367653994,1912.8010133829061,3.4278044493977453,36.21338288610742,3.393526404903768,65.85850629260791,3.35959114085473,87.33895492968634,3.3259952294461828,127.33938595409948,3.292735277151721,160.255450297808,3.259807924380204,198.0717971396051,3.227209845136402,245.68813095220332,3.1949377466850377,293.332346423548,3.1629883692181875,327.0925347317758,3.1313584855260057,371.61052377546457
KNA,max_uptake,0.0,10.6401,24.950200000000002,33.531400000000005,42.7703,59.02419999999999,75.67110000000001,90.5089,107.70830000000001,123.46209999999999,138.73579999999998,707.0024000000001,2.5407416912613887,1671.7686997608407,2.515334274348775,26.7634082124984,2.490180931605287,62.13051227973824,2.4652791222892345,82.66426036112925,2.4406263310663423,104.38632036760677,2.416220067755679,142.61545652322474,2.392057867078122,181.0096500654553,2.3681372884073406,214.33750102273115,2.3444559155232674,252.51736108595475,2.3210113563680346,286.5569361810459,2.297801242804354,318.78729366145626
KNA,mod_uptake,0.0,7.187,13.973000000000003,20.470399999999998,25.464499999999997,32.511199999999995,39.5324,45.052899999999994,50.751400000000004,60.478200000000015,69.34119999999999,364.7622,2.5407416912613887,863.9843437729286,2.515334274348775,18.077707429744645,2.490180931605287,34.79529815732069,2.4652791222892345,50.46524974490954,2.4406263310663423,62.14932920743887,2.416220067755679,78.55421386681842,2.392057867078122,94.56378842447916,2.3681372884073406,106.69145244088706,2.3444559155232674,118.98441995108756,2.3210113563680346,140.3705890126973,2.297801242804354,159.33229553754526
ASM,max_uptake,0.0,15.4625,27.5479,42.21190000000001,56.049,72.4234,87.44209999999998,104.8721,122.2645,139.9097,164.2493,832.4323999999999,0.0021043328212790135,1.6313329515826256,0.0020832894930662236,0.03221286378653648,0.0020624565981355613,0.05681634811977863,0.002041832032154206,0.08618960955809014,0.0020214137118326637,0.11329821713450897,0.002001199574714337,0.1449336772793663,0.0019811875789671933,0.1732392023988072,0.0019613757031775214,0.20569358888120334,0.0019417619461457461,0.23740855346453657,0.0019223443266842887,0.2689546180431008,0.0019031208834174456,0.31258627291669705
ASM,mod_uptake,0.0,9.5963,17.238799999999998,24.910300000000003,30.9315,37.0365,46.266200000000005,55.4945,66.672,79.02580000000002,89.13909999999998,456.31100000000004,0.0021043328212790135,0.8945776007434306,0.0020832894930662236,0.0199918709623114,0.0020624565981355613,0.03555427680393931,0.002041832032154206,0.05086264847057092,0.0020214137118326637,0.06252535822755204,0.002001199574714337,0.07411742804890753,0.0019811875789671933,0.09166202076601197,0.0019613757031775214,0.10884556395998497,0.0019417619461457461,0.12946115247342918,0.0019223443266842887,0.1519147982916873,0.0019031208834174456,0.169642482739036
NRU,max_uptake,0.0,1.8265999999999998,3.8163999999999993,6.462000000000001,8.6212,11.1536,13.6296,15.670600000000002,18.1115,20.4556,23.733600000000003,123.48070000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NRU,mod_uptake,0.0,1.1353,2.4288,3.7003,4.6537,5.8256,6.7839,8.3154,9.569600000000001,11.517799999999998,13.623999999999999,67.55439999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AND,max_uptake,0.0,12.619199999999998,27.610499999999995,41.5024,61.921400000000006,77.69709999999999,99.3108,110.51589999999999,126.0287,143.47949999999997,161.54049999999998,862.2259999999998,,,,,,,,,,,,,,,,,,,,,,
AND,mod_uptake,0.0,7.8658,19.1983,27.190399999999993,35.5877,43.39960000000001,49.4048,57.2703,65.4847,72.36949999999999,80.72370000000001,458.49480000000005,,,,,,,,,,,,,,,,,,,,,,
TWN,max_uptake,0.0,3278.6501,5417.273900000001,6947.533300000001,8470.9745,10355.014899999998,13780.395,17012.6032,19737.758900000004,23766.8837,27382.281800000004,136149.3693,,,,,,,,,,,,,,,,,,,,,,
TWN,mod_uptake,0.0,1463.0823,2389.0652999999998,3128.0013000000004,4216.8666,6121.985600000001,7628.008900000001,9745.286199999999,11941.9276,14187.6359,17124.0285,77945.8882,,,,,,,,,,,,,,,,,,,,,,
