ISO,scenario,diff_Y0,diff_Y1,diff_Y2,diff_Y3,diff_Y4,diff_Y5,diff_Y6,diff_Y7,diff_Y8,diff_Y9,diff_Y10,total_person_years_saved,emissions_factor_Y0,total_emissions,emissions_factor_Y1,emissions_Y1,emissions_factor_Y2,emissions_Y2,emissions_factor_Y3,emissions_Y3,emissions_factor_Y4,emissions_Y4,emissions_factor_Y5,emissions_Y5,emissions_factor_Y6,emissions_Y6,emissions_factor_Y7,emissions_Y7,emissions_factor_Y8,emissions_Y8,emissions_factor_Y9,emissions_Y9,emissions_factor_Y10,emissions_Y10,oecd_nonfood_ghg_t_per_capita,food_add_back_t_per_capita
SWE,mod_uptake,0.0,546.7861932280414,1115.6923691593274,1695.0171846483142,2296.60578637082,2929.757913246965,3590.241588080544,4257.266909672146,4951.258130105883,5674.605906865997,6435.851918051996,33493.08389943003,10.977056678225168,367655.4802925943,10.977056678225168,6002.103033935188,10.977056678225168,12247.018371725255,10.977056678225168,18606.2997064502,10.977056678225168,25209.971884532373,10.977056678225168,32160.11866719063,10.977056678225168,39410.285400881265,10.977056678225168,46732.26016180365,10.977056678225168,54350.241122695435,10.977056678225168,62290.470666259374,10.977056678225168,70646.71127712092,4.018178874372125,6.958877803853044
SYC,max_uptake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
SYC,mod_uptake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
TTO,max_uptake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
TTO,mod_uptake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
TWN,max_uptake,0.0,2543.941073165809,5142.256881163832,7863.229127644916,10678.78048738706,13620.462044830649,16653.75181267944,19742.6431555212,22839.378749576703,25969.41224233125,29210.539673213712,154264.39524751456,10.948668889687397,1688989.7850329028,10.948668889687397,27852.768484968463,10.948668889687397,56300.867937579394,10.948668889687397,86091.89212232966,10.948668889687397,116918.43170205552,10.948668889687397,149125.9290534053,10.948668889687397,182336.41436805847,10.948668889687397,216155.66291705478,10.948668889687397,250060.79557527788,10.948668889687397,284330.4959010792,10.948668889687397,319816.5269710944,6.672171622073014,4.276497267614384
TWN,mod_uptake,0.0,1441.751548901873,2932.6377759633774,4500.743573518716,6105.935881003456,7786.813147451938,9491.797073100788,11252.602521338487,12976.15790593556,14726.055877470786,16528.713398660773,87743.20870334576,10.940414785298316,959947.0978075998,10.940414785298316,15773.359962332801,10.940414785298316,32084.273684074105,10.940414785298316,49240.00153656054,10.940414785298316,66801.47119061371,10.940414785298316,85190.96568873849,10.940414785298316,103844.19703760314,10.940414785298316,123108.13899753669,10.940414785298316,141964.54981046304,10.940414785298316,161109.15945101055,10.940414785298316,180830.9804486667,6.672171622073014,4.268243163225302
URY,max_uptake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
URY,mod_uptake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
USA,max_uptake,0.0,133679.80626298755,268643.6816182051,405591.9276249852,544570.700904661,688098.0899502393,835558.2274438258,984647.8867626506,1133320.0497154775,1281913.9165223069,1432530.1910344549,7708554.477839794,21.654645671755283,166926015.85904327,21.654645671755283,2894788.838093888,21.654645671755283,5817383.737398069,21.654645671755283,8782949.480043268,21.654645671755283,11792485.571309857,21.654645671755283,14900520.325284027,21.654645671755283,18093717.35341596,21.654645671755283,21322201.099287815,21.654645671755283,24541644.109284747,21.654645671755283,27759391.643982634,21.654645671755283,31020933.700943027,13.486509063120621,8.168136608634663
USA,mod_uptake,0.0,71080.42473239567,143225.94808926096,216537.1371643848,290830.49942069314,367363.7872786955,446027.8184537422,525220.5220539214,603772.0947535855,681810.13618098,760653.8359673496,4106522.204095009,21.628845624410317,88819334.80558413,21.628845624410317,1537387.533454503,21.628845624410317,3097811.9206324313,21.628845624410317,4683448.311680241,21.628845624410317,6290327.974840326,21.628845624410317,7945654.643049615,21.628845624410317,9647066.829528501,21.628845624410317,11359913.59027646,21.628845624410317,13058893.42975214,21.628845624410317,14746766.180616593,21.628845624410317,16452064.391753333,13.486509063120621,8.142336561289694
